"","type","date(yyyyMMddHHmmss)","author","message","latitude","longitude","location","timestamp","time_1min"
"702","mbdata",20140123175554,"KronosQuoth","If you want to lift yourself up, lift up someone else.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 17:55:54,"2014-01-23 17:55:00"
"703","mbdata",20140123175622,"KronosQuoth","The best revenge is massive success.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 17:56:22,"2014-01-23 17:56:00"
"704","mbdata",20140123175622,"Clevvah4Evah","Your spelling and grammer are atrotious #POK #Rally #Grammar",NA,NA,NA,2014-01-23 17:56:22,"2014-01-23 17:56:00"
"705","mbdata",20140123175622,"KronosQuoth","Happiness is a butterfly, which when pursued, is always beyond your grasp. #POKRally #HI",NA,NA,NA,2014-01-23 17:56:22,"2014-01-23 17:56:00"
"706","mbdata",20140123175622,"KronosQuoth","As we look ahead into the next century, leaders will be those who empower others.  #POKRally #HI",NA,NA,NA,2014-01-23 17:56:22,"2014-01-23 17:56:00"
"707","mbdata",20140123175648,"vetsRock","RT @AbilaPost Environmental Science Professor Lorenzo Di Stefano of U. of Abila is addressing the raly #POKrally #AbilaPost",NA,NA,NA,2014-01-23 17:56:48,"2014-01-23 17:56:00"
"708","mbdata",20140123175650,"deals4realz","Cheap car sales! No questions asked!  cars.kronos/choppers  #abila #vans #cars",NA,NA,NA,2014-01-23 17:56:50,"2014-01-23 17:56:00"
"709","mbdata",20140123175650,"KronosQuoth","I have not failed. I've just found 10,000 ways that won't work.  #POKRally #HI",NA,NA,NA,2014-01-23 17:56:50,"2014-01-23 17:56:00"
"710","mbdata",20140123175711,"KronosQuoth","Believe you can and youre halfway there.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 17:57:11,"2014-01-23 17:57:00"
"711","mbdata",20140123175711,"KronosQuoth","Just when the caterpillar thought the world was ending, he turned into a butterfly.  #POKRally #HI",NA,NA,NA,2014-01-23 17:57:11,"2014-01-23 17:57:00"
"712","mbdata",20140123175711,"junkman377","How's your credit rating? Need a boost? fixit.kronos/creditratings #abila #badcredit",NA,NA,NA,2014-01-23 17:57:11,"2014-01-23 17:57:00"
"713","mbdata",20140123175736,"Clevvah4Evah","Serving filay minion tonite #POK #Rally #Grammar",NA,NA,NA,2014-01-23 17:57:36,"2014-01-23 17:57:00"
"714","mbdata",20140123175747,"eliza003","Someone said this real bad thing about you in a blog. click on watcher.kronos/filters   #pokRally",NA,NA,NA,2014-01-23 17:57:47,"2014-01-23 17:57:00"
"715","mbdata",20140123175747,"maha_Homeland","Kronos citizens and Kronos businesses are mutually interdependence",NA,NA,NA,2014-01-23 17:57:47,"2014-01-23 17:57:00"
"716","mbdata",20140123175747,"Viktor-E","See Viktor-E perform live at viktor-e.kronos/musicvideos",NA,NA,NA,2014-01-23 17:57:47,"2014-01-23 17:57:00"
"717","mbdata",20140123175747,"footfingers","corporations don't care about people or wildlife so why let them run your life? #POK",36.054,24.902,NA,2014-01-23 17:57:47,"2014-01-23 17:57:00"
"718","mbdata",20140123175747,"truccotrucco","dragging on & on im getting hungry",36.052,24.852,NA,2014-01-23 17:57:47,"2014-01-23 17:57:00"
"719","mbdata",20140123175748,"lordWally","RT @AbilaPost Environmental Science Professor Lorenzo Di Stefano of U. of Abila is addressing the raly #POKrally #AbilaPost",NA,NA,NA,2014-01-23 17:57:48,"2014-01-23 17:57:00"
"720","mbdata",20140123175800,"rnbwBrite","RT @POK Sustainability and responsible business practices are crucial to the success of our society",NA,NA,NA,2014-01-23 17:58:00,"2014-01-23 17:58:00"
"721","mbdata",20140123175807,"KronosQuoth","The best revenge is massive success.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 17:58:07,"2014-01-23 17:58:00"
"722","mbdata",20140123175807,"junkieduck113","One of the top diseases- help us cure it! diseasefund.kronos/payus #abila #cancer",NA,NA,NA,2014-01-23 17:58:07,"2014-01-23 17:58:00"
"723","mbdata",20140123175829,"KronosQuoth","We can easily forgive a child who is afraid of the dark; the real tragedy of life is when men are afraid of the light.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 17:58:29,"2014-01-23 17:58:00"
"724","mbdata",20140123175829,"KronosQuoth","There are two types of people who will tell you that you cannot make a difference in this world. #POKRally #HI",NA,NA,NA,2014-01-23 17:58:29,"2014-01-23 17:58:00"
"725","mbdata",20140123175829,"KronosQuoth","I attribute my success to this: I never gave or took any excuse.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 17:58:29,"2014-01-23 17:58:00"
"726","mbdata",20140123175849,"KronosQuoth","No one can make you feel inferior without your consent.  #POKRally #HI",NA,NA,NA,2014-01-23 17:58:49,"2014-01-23 17:58:00"
"727","mbdata",20140123175849,"maskedWoman101","You look different in this photo. pics.kronos/pics  #abila #pictures",NA,NA,NA,2014-01-23 17:58:49,"2014-01-23 17:58:00"
"728","mbdata",20140123175849,"KronosQuoth","You take your life in your own hands, and what happens? A terrible thing, no one to blame.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 17:58:49,"2014-01-23 17:58:00"
"729","mbdata",20140123175849,"Clevvah4Evah","My hand hurts I think I have carpet tunnel #POK #Rally #Grammar",NA,NA,NA,2014-01-23 17:58:49,"2014-01-23 17:58:00"
"730","mbdata",20140123175900,"slamrjamr","RT @SaveOurWildlands How to power your radio with vegetables:  SOW.kronos/greenliving",NA,NA,NA,2014-01-23 17:59:00,"2014-01-23 17:59:00"
"731","mbdata",20140123175910,"KronosQuoth","Life is 10% what happens to me and 90% of how I react to it.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 17:59:10,"2014-01-23 17:59:00"
"732","mbdata",20140123175933,"KronosQuoth","I find that when you have a real interest in life and a curious life, that sleep is not the most important thing.  #POKRally #HI",NA,NA,NA,2014-01-23 17:59:33,"2014-01-23 17:59:00"
"733","mbdata",20140123175933,"KronosQuoth","Either write something worth reading or do something worth writing.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 17:59:33,"2014-01-23 17:59:00"
"734","mbdata",20140123175933,"KronosQuoth","A successful man is one who can lay a firm foundation with the bricks others have thrown at him.  #POKRally #HI",NA,NA,NA,2014-01-23 17:59:33,"2014-01-23 17:59:00"
"735","mbdata",20140123175933,"KronosQuoth","You've got to get up every morning with determination if you're going to go to bed with satisfaction.  #POKRally #HI",NA,NA,NA,2014-01-23 17:59:33,"2014-01-23 17:59:00"
"736","mbdata",20140123180003,"KronosQuoth","The successful warrior is the average man, with laser-like focus.  #POKRally #HI",NA,NA,NA,2014-01-23 18:00:03,"2014-01-23 18:00:00"
"737","mbdata",20140123180003,"KronosQuoth","If you do what youve always done, youll get what youve always gotten.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:00:03,"2014-01-23 18:00:00"
"738","mbdata",20140123180003,"rockinHW","Artist ? musician? need more followers ? click here  followme.kronos/artists #abila #artists",NA,NA,NA,2014-01-23 18:00:03,"2014-01-23 18:00:00"
"739","mbdata",20140123180028,"Clevvah4Evah","In edition, you should always add instead of multiply #POK #Rally #Grammar",NA,NA,NA,2014-01-23 18:00:28,"2014-01-23 18:00:00"
"740","mbdata",20140123180028,"KronosQuoth","What seems to us as bitter trials are often blessings in disguise. #POKRally #HI",NA,NA,NA,2014-01-23 18:00:28,"2014-01-23 18:00:00"
"741","mbdata",20140123180048,"KronosQuoth","Start where you are. Use what you have.  Do what you can.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:00:48,"2014-01-23 18:00:00"
"742","mbdata",20140123180048,"KronosQuoth","Either write something worth reading or do something worth writing.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:00:48,"2014-01-23 18:00:00"
"743","mbdata",20140123180112,"KronosQuoth","Blessed are those who can give without remembering and take without forgetting.  #POKRally #HI",NA,NA,NA,2014-01-23 18:01:12,"2014-01-23 18:01:00"
"744","mbdata",20140123180112,"rockinHW","free iThing contest click here contest.kronos/freeiThing  #abila #iThing",NA,NA,NA,2014-01-23 18:01:12,"2014-01-23 18:01:00"
"745","mbdata",20140123180132,"KronosQuoth","If you can dream it, you can achieve it.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:01:32,"2014-01-23 18:01:00"
"746","mbdata",20140123180132,"KronosQuoth","Remember that not getting what you want is sometimes a wonderful stroke of luck.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:01:32,"2014-01-23 18:01:00"
"747","mbdata",20140123180132,"KronosQuoth","Courage is resistance to fear, mastery of fear - not absense of fear.  #POKRally #HI",NA,NA,NA,2014-01-23 18:01:32,"2014-01-23 18:01:00"
"748","mbdata",20140123180203,"KronosQuoth","I find that when you have a real interest in life and a curious life, that sleep is not the most important thing.  #POKRally #HI",NA,NA,NA,2014-01-23 18:02:03,"2014-01-23 18:02:00"
"749","mbdata",20140123180203,"Clevvah4Evah","Dont loose your way in the dark going home #POK #Rally #Grammar",NA,NA,NA,2014-01-23 18:02:03,"2014-01-23 18:02:00"
"750","mbdata",20140123180205,"POK","Di Stefano: Long term profits are about more than just money",NA,NA,NA,2014-01-23 18:02:05,"2014-01-23 18:02:00"
"751","mbdata",20140123180205,"SaveOurWildlands","Thousands of cormorants may be exposed to chemicals according to a new study: SOW.kronos/distafano_S30127.pdf",NA,NA,NA,2014-01-23 18:02:05,"2014-01-23 18:02:00"
"752","mbdata",20140123180205,"ourcountryourrights","demand accountability in government #POK",NA,NA,NA,2014-01-23 18:02:05,"2014-01-23 18:02:00"
"753","mbdata",20140123180205,"FriendsOfKronos","what we need to demand Proffessor is that people like you stop aiding terrorists #POK",NA,NA,NA,2014-01-23 18:02:05,"2014-01-23 18:02:00"
"754","mbdata",20140123180227,"Clevvah4Evah","GAStech said they would give me a bonus! #POK #Rally #Grammar",NA,NA,NA,2014-01-23 18:02:27,"2014-01-23 18:02:00"
"755","mbdata",20140123180227,"KronosQuoth","Too many of us are not living our dreams because we are living our fears.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:02:27,"2014-01-23 18:02:00"
"756","mbdata",20140123180236,"maha_Homeland","Di Stefano: social engagement drives sustability innovation",NA,NA,NA,2014-01-23 18:02:36,"2014-01-23 18:02:00"
"757","mbdata",20140123180250,"KronosQuoth","Successful entrepreneurs are givers and not takers of positive energy.  #POKRally #HI",NA,NA,NA,2014-01-23 18:02:50,"2014-01-23 18:02:00"
"758","mbdata",20140123180250,"KronosQuoth","Do one thing every day that scares you.  #POKRally #HI",NA,NA,NA,2014-01-23 18:02:50,"2014-01-23 18:02:00"
"759","mbdata",20140123180250,"whiteprotein","I lost a bunch of weight, this stuff works! look at news article diet.kronos/starvenow  #abila #bestfood",NA,NA,NA,2014-01-23 18:02:50,"2014-01-23 18:02:00"
"760","mbdata",20140123180319,"Clevvah4Evah","My hand hurts I think I have carpet tunnel #POK #Rally #Grammar",NA,NA,NA,2014-01-23 18:03:19,"2014-01-23 18:03:00"
"761","mbdata",20140123180343,"KronosQuoth","If you can dream it, you can achieve it.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:03:43,"2014-01-23 18:03:00"
"762","mbdata",20140123180401,"maha_Homeland","Di Stefano: Corporate sustainability is more than just turning the office lights off when you leave",NA,NA,NA,2014-01-23 18:04:01,"2014-01-23 18:04:00"
"763","mbdata",20140123180401,"choconibbs","Back at the #POKLiesinthePark #POKRallyinthePark",NA,NA,NA,2014-01-23 18:04:01,"2014-01-23 18:04:00"
"764","ccdata",20140123180401,NA,"ALARM-SECURE NO CRIME",NA,NA,"3247 N. Mikonou St",2014-01-23 18:04:01,"2014-01-23 18:04:00"
"765","mbdata",20140123180405,"plasticParts","RT @ourcountryourrights demand accountability in government #POK",NA,NA,NA,2014-01-23 18:04:05,"2014-01-23 18:04:00"
"766","mbdata",20140123180413,"KronosQuoth","Failure is the condiment that gives success its flavor.  #POKRally #HI",NA,NA,NA,2014-01-23 18:04:13,"2014-01-23 18:04:00"
"767","mbdata",20140123180413,"KronosQuoth","We can easily forgive a child who is afraid of the dark; the real tragedy of life is when men are afraid of the light.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:04:13,"2014-01-23 18:04:00"
"768","mbdata",20140123180413,"KronosQuoth","I find that the harder I work, the more luck I seem to have.  #POKRally #HI",NA,NA,NA,2014-01-23 18:04:13,"2014-01-23 18:04:00"
"769","mbdata",20140123180413,"Clevvah4Evah","I would like to return the complement #POK #Rally #Grammar",NA,NA,NA,2014-01-23 18:04:13,"2014-01-23 18:04:00"
"770","mbdata",20140123180430,"POK","Di Stefano: we need to engage stakeholders at every level for a sophisticated global partnership",NA,NA,NA,2014-01-23 18:04:30,"2014-01-23 18:04:00"
"771","mbdata",20140123180430,"choconibbs","Dr D'Strange-o talking to a bunch of glassy eyed sheep! #POKLove",NA,NA,NA,2014-01-23 18:04:30,"2014-01-23 18:04:00"
"772","mbdata",20140123180435,"choconibbs","Go back to your farms, you sheep #baa-baa #POKRally",NA,NA,NA,2014-01-23 18:04:35,"2014-01-23 18:04:00"
"773","mbdata",20140123180444,"KronosQuoth","You can never cross the ocean until you have the courage to lose sight of the shore.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:04:44,"2014-01-23 18:04:00"
"774","mbdata",20140123180444,"KronosQuoth","It does not matter how slowly you go as long as you do not stop.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:04:44,"2014-01-23 18:04:00"
"775","mbdata",20140123180444,"KronosQuoth","You who are without sin, cast the first stone  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:04:44,"2014-01-23 18:04:00"
"776","mbdata",20140123180447,"maha_Homeland","Di Stefano: We must hold businesses responsible for engagement and sustainability",NA,NA,NA,2014-01-23 18:04:47,"2014-01-23 18:04:00"
"777","mbdata",20140123180447,"choconibbs","If I see another Julianna-banana sign I'm going to vomit #POKRally",NA,NA,NA,2014-01-23 18:04:47,"2014-01-23 18:04:00"
"778","ccdata",20140123180447,NA,"DISTURBANCE-NOISE",NA,NA,"101 Vatopediou Rd",2014-01-23 18:04:47,"2014-01-23 18:04:00"
"779","mbdata",20140123180501,"lindyT","RT @choconibbs Back at the #POKLiesinthePark #POKRallyinthePark",NA,NA,NA,2014-01-23 18:05:01,"2014-01-23 18:05:00"
"780","mbdata",20140123180509,"KronosQuoth","Innovation distinguishes between a leader and a follower.  #POKRally #HI",NA,NA,NA,2014-01-23 18:05:09,"2014-01-23 18:05:00"
"781","mbdata",20140123180509,"KronosQuoth","It's not what you look at that matters, it's what you see.  #POKRally #HI",NA,NA,NA,2014-01-23 18:05:09,"2014-01-23 18:05:00"
"782","mbdata",20140123180509,"KronosQuoth","Life is not measured by the number of breaths we take, but by the moments that take our breath away.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:05:09,"2014-01-23 18:05:00"
"783","mbdata",20140123180515,"POK","Up next: Dr. Audrey Newman BS in Biology MS in Marine Biology PhD in Ecological Economics",NA,NA,NA,2014-01-23 18:05:15,"2014-01-23 18:05:00"
"784","mbdata",20140123180515,"choconibbs","Over 10 years ago people. #getoverit #POKRally",NA,NA,NA,2014-01-23 18:05:15,"2014-01-23 18:05:00"
"785","ccdata",20140123180515,NA,"SUBJECT STOP",NA,NA,"1919 N. Pilau St",2014-01-23 18:05:15,"2014-01-23 18:05:00"
"786","mbdata",20140123180521,"choconibbs","@Sara No you don't get it",NA,NA,NA,2014-01-23 18:05:21,"2014-01-23 18:05:00"
"787","mbdata",20140123180530,"henri","RT @choconibbs Dr D'Strange-o talking to a bunch of glassy eyed sheep! #POKLove",NA,NA,NA,2014-01-23 18:05:30,"2014-01-23 18:05:00"
"788","mbdata",20140123180532,"Clevvah4Evah","Always flush out your ideas before presenting #POK #Rally #Grammar",NA,NA,NA,2014-01-23 18:05:32,"2014-01-23 18:05:00"
"789","mbdata",20140123180537,"choconibbs","@Sara I'm angry over all the kids who got sick then",NA,NA,NA,2014-01-23 18:05:37,"2014-01-23 18:05:00"
"790","mbdata",20140123180549,"choconibbs","@Sara POK says we kidnap and extort for Poor Julie #hogwash",NA,NA,NA,2014-01-23 18:05:49,"2014-01-23 18:05:00"
"791","mbdata",20140123180554,"KronosQuoth","Thinking should become your capital asset, no matter whatever ups and downs you come across in your life.  #POKRally #HI",NA,NA,NA,2014-01-23 18:05:54,"2014-01-23 18:05:00"
"792","mbdata",20140123180554,"Clevvah4Evah","My boss just made a 360 on his last decision! #POK #Rally #Grammar",NA,NA,NA,2014-01-23 18:05:54,"2014-01-23 18:05:00"
"793","mbdata",20140123180554,"KronosQuoth","Good things come to people who wait, but better things come to those who go out and get them.  #POKRally #HI",NA,NA,NA,2014-01-23 18:05:54,"2014-01-23 18:05:00"
"794","mbdata",20140123180615,"sithLordJames","RT @choconibbs Over 10 years ago people. #getoverit #POKRally",NA,NA,NA,2014-01-23 18:06:15,"2014-01-23 18:06:00"
"795","mbdata",20140123180615,"POK","Dr. Newman is the winner of the Goldman Environmental Prize the Rachel Carson Award and the Natural World Book Prize",NA,NA,NA,2014-01-23 18:06:15,"2014-01-23 18:06:00"
"796","ccdata",20140123180615,NA,"TRAFFIC STOP",NA,NA,"2978 N. Taxiarchon Ave",2014-01-23 18:06:15,"2014-01-23 18:06:00"
"797","mbdata",20140123180618,"KronosQuoth","It is better to fail in originality than to succeed in imitation.  #POKRally #HI",NA,NA,NA,2014-01-23 18:06:18,"2014-01-23 18:06:00"
"798","mbdata",20140123180618,"Clevvah4Evah","You got low self coincidence #POK #Rally #Grammar",NA,NA,NA,2014-01-23 18:06:18,"2014-01-23 18:06:00"
"799","mbdata",20140123180618,"KronosQuoth","Opportunities don't happen, you create them.  #POKRally #HI",NA,NA,NA,2014-01-23 18:06:18,"2014-01-23 18:06:00"
"800","mbdata",20140123180618,"KronosQuoth","The whole secret of a successful life is to find out what is one's destiny to do, and then do it.  #POKRally #HI",NA,NA,NA,2014-01-23 18:06:18,"2014-01-23 18:06:00"
"801","mbdata",20140123180646,"Clevvah4Evah","Please except my gift of appreciation #POK #Rally #Grammar",NA,NA,NA,2014-01-23 18:06:46,"2014-01-23 18:06:00"
"802","mbdata",20140123180646,"KronosQuoth","Blessed are those who can give without remembering and take without forgetting.  #POKRally #HI",NA,NA,NA,2014-01-23 18:06:46,"2014-01-23 18:06:00"
"803","mbdata",20140123180649,"wireHead1122","RT @choconibbs @Sara POK says we kidnap and extort for Poor Julie #hogwash",NA,NA,NA,2014-01-23 18:06:49,"2014-01-23 18:06:00"
"804","mbdata",20140123180710,"KronosQuoth","If you're going through hell keep going.  #POKRally #HI",NA,NA,NA,2014-01-23 18:07:10,"2014-01-23 18:07:00"
"805","mbdata",20140123180710,"KronosQuoth","The past is a ghost, the future a dream. All we ever have is now.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:07:10,"2014-01-23 18:07:00"
"806","mbdata",20140123180710,"KronosQuoth","Evolution inspires incredible phenomena #POKRally #HI",NA,NA,NA,2014-01-23 18:07:10,"2014-01-23 18:07:00"
"807","mbdata",20140123180710,"Clevvah4Evah","April 31 2013 - will always remember that date #POK #Rally #Grammar",NA,NA,NA,2014-01-23 18:07:10,"2014-01-23 18:07:00"
"808","mbdata",20140123180738,"KronosQuoth","Definiteness of purpose is the starting point of all achievement.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:07:38,"2014-01-23 18:07:00"
"809","mbdata",20140123180738,"KronosQuoth","I find that the harder I work, the more luck I seem to have.  #POKRally #HI",NA,NA,NA,2014-01-23 18:07:38,"2014-01-23 18:07:00"
"810","mbdata",20140123180752,"POK","Dr. Newman is the author of prize-winning book """"Song of the Otters""""""""",NA,NA,NA,2014-01-23 18:07:52,"2014-01-23 18:07:00"
"811","mbdata",20140123180752,"choconibbs","Some egghead is going to read from a book!  #POKRally #illiteratecriminals",NA,NA,NA,2014-01-23 18:07:52,"2014-01-23 18:07:00"
"812","ccdata",20140123180752,NA,"PARK CHECK",NA,NA,"3301 N. Taxiarchon Ave",2014-01-23 18:07:52,"2014-01-23 18:07:00"
"813","mbdata",20140123180758,"KronosQuoth","Few things can help an individual more than to place responsibility on him, and to let him know that you trust him.   #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:07:58,"2014-01-23 18:07:00"
"814","mbdata",20140123180758,"KronosQuoth","If you do what youve always done, youll get what youve always gotten.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:07:58,"2014-01-23 18:07:00"
"815","mbdata",20140123180758,"KronosQuoth","Either write something worth reading or do something worth writing.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:07:58,"2014-01-23 18:07:00"
"816","mbdata",20140123180758,"KronosQuoth","If the wind will not serve, take to the oars.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:07:58,"2014-01-23 18:07:00"
"817","mbdata",20140123180813,"POK","Dr. Newman serves on the board of the Institute of Environmental Sciences",NA,NA,NA,2014-01-23 18:08:13,"2014-01-23 18:08:00"
"818","mbdata",20140123180822,"KronosQuoth","It is better to fail in originality than to succeed in imitation.  #POKRally #HI",NA,NA,NA,2014-01-23 18:08:22,"2014-01-23 18:08:00"
"819","mbdata",20140123180822,"KronosQuoth","Things work out best for those who make the best of how things work out.  #POKRally #HI",NA,NA,NA,2014-01-23 18:08:22,"2014-01-23 18:08:00"
"820","mbdata",20140123180822,"skinnyJeans","I trust this goodstuff.kronos/links #abilasFinest",NA,NA,NA,2014-01-23 18:08:22,"2014-01-23 18:08:00"
"821","mbdata",20140123180835,"dolls4sale","RT @choconibbs Go back to your farms, you sheep #baa-baa #POKRally",NA,NA,NA,2014-01-23 18:08:35,"2014-01-23 18:08:00"
"822","mbdata",20140123180837,"pinky","RT @choconibbs @Sara I'm angry over all the kids who got sick then",NA,NA,NA,2014-01-23 18:08:37,"2014-01-23 18:08:00"
"823","mbdata",20140123180845,"KronosQuoth","Motivation is what gets you started. Habit is what keeps you going.  #POKRally #HI",NA,NA,NA,2014-01-23 18:08:45,"2014-01-23 18:08:00"
"824","mbdata",20140123180845,"reggierockin776","you r famous now haha  badprofiles.kronos/tacky   #abila #pictures",NA,NA,NA,2014-01-23 18:08:45,"2014-01-23 18:08:00"
"825","mbdata",20140123180845,"KronosQuoth","I find that when you have a real interest in life and a curious life, that sleep is not the most important thing.  #POKRally #HI",NA,NA,NA,2014-01-23 18:08:45,"2014-01-23 18:08:00"
"826","mbdata",20140123180846,"Viktor-E","Fantastic message from Prof DiS: We're all in this together!",NA,NA,NA,2014-01-23 18:08:46,"2014-01-23 18:08:00"
"827","mbdata",20140123180905,"KronosQuoth","To accomplish great things, we must not only act, but also dream, not only plan, but also believe. #POKRally #HI",NA,NA,NA,2014-01-23 18:09:05,"2014-01-23 18:09:00"
"828","mbdata",20140123180905,"KronosQuoth","Do one thing every day that scares you.  #POKRally #HI",NA,NA,NA,2014-01-23 18:09:05,"2014-01-23 18:09:00"
"829","mbdata",20140123180905,"KronosQuoth","Failure is the condiment that gives success its flavor.  #POKRally #HI",NA,NA,NA,2014-01-23 18:09:05,"2014-01-23 18:09:00"
"830","mbdata",20140123180905,"KronosQuoth","Every child is an artist.  The problem is how to remain an artist once he grows up.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:09:05,"2014-01-23 18:09:00"
"831","ccdata",20140123180922,NA,"MISDEMEANOR ASSAULT-IN PROGRESS",NA,NA,"5367 N. Averof St",2014-01-23 18:09:22,"2014-01-23 18:09:00"
"832","mbdata",20140123180927,"POK","Prof De Stefano concludes his remarksand receives thundering applause",NA,NA,NA,2014-01-23 18:09:27,"2014-01-23 18:09:00"
"833","mbdata",20140123180936,"KronosQuoth","The only way to do great work is to love what you do.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:09:36,"2014-01-23 18:09:00"
"834","mbdata",20140123180936,"KronosQuoth","Strive not to be a success, but rather to be of value.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:09:36,"2014-01-23 18:09:00"
"835","mbdata",20140123180936,"KronosQuoth","Strive not to be a success, but rather to be of value.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:09:36,"2014-01-23 18:09:00"
"836","mbdata",20140123180956,"KronosQuoth","Teach thy tongue to say, I do not know, and thous shalt progress.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:09:56,"2014-01-23 18:09:00"
"837","mbdata",20140123180956,"KronosQuoth","To be successful you must accept all challenges that come your way. You can't just accept the ones you like.  #POKRally #HI",NA,NA,NA,2014-01-23 18:09:56,"2014-01-23 18:09:00"
"838","mbdata",20140123181002,"POK","Sylvia Marek introduces special guest Dr. Audrey McConnell Newman",NA,NA,NA,2014-01-23 18:10:02,"2014-01-23 18:10:00"
"839","mbdata",20140123181002,"choconibbs","Slippery Sylvia introduces Dr. Rotter  #POKRally",NA,NA,NA,2014-01-23 18:10:02,"2014-01-23 18:10:00"
"840","ccdata",20140123181002,NA,"VANDALISM-REPORT",NA,NA,"6055 N. Desafio St",2014-01-23 18:10:02,"2014-01-23 18:10:00"
"841","mbdata",20140123181011,"choconibbs","@JohnP Sure I'll shut up #stickyrheadinsomegelato #POKRally",NA,NA,NA,2014-01-23 18:10:11,"2014-01-23 18:10:00"
"842","mbdata",20140123181026,"KronosQuoth","The whole secret of a successful life is to find out what is one's destiny to do, and then do it.  #POKRally #HI",NA,NA,NA,2014-01-23 18:10:26,"2014-01-23 18:10:00"
"843","mbdata",20140123181054,"KronosQuoth","The first step toward success is taken when you refuse to be a captive of the environment in which you first find yourself.  #POKRally #HI",NA,NA,NA,2014-01-23 18:10:54,"2014-01-23 18:10:00"
"844","mbdata",20140123181054,"KronosQuoth","Opportunities don't happen, you create them.  #POKRally #HI",NA,NA,NA,2014-01-23 18:10:54,"2014-01-23 18:10:00"
"845","mbdata",20140123181054,"KronosQuoth","You may be disappointed if you fail, but you are doomed if you dont try.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:10:54,"2014-01-23 18:10:00"
"846","mbdata",20140123181114,"rockinHW","discount drugs with no prescription required  cheapdrugs.kronos/meds #meds #abila",NA,NA,NA,2014-01-23 18:11:14,"2014-01-23 18:11:00"
"847","mbdata",20140123181114,"KronosQuoth","You cant fall if you dont climb.  But theres no joy in living your whole life on the ground.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:11:14,"2014-01-23 18:11:00"
"848","mbdata",20140123181114,"KronosQuoth","Courage is resistance to fear, mastery of fear - not absense of fear.  #POKRally #HI",NA,NA,NA,2014-01-23 18:11:14,"2014-01-23 18:11:00"
"849","mbdata",20140123181114,"eazymoney","Hi! I advise you to visit this link hottips.kronos/trading #abila",NA,NA,NA,2014-01-23 18:11:14,"2014-01-23 18:11:00"
"850","mbdata",20140123181127,"dragonRider1","RT @POK Prof De Stefano concludes his remarksand receives thundering applause",NA,NA,NA,2014-01-23 18:11:27,"2014-01-23 18:11:00"
"851","mbdata",20140123181136,"KronosQuoth","If you can dream it, you can achieve it.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:11:36,"2014-01-23 18:11:00"
"852","mbdata",20140123181136,"KronosQuoth","The mind is everything. What you think you become.   #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:11:36,"2014-01-23 18:11:00"
"853","mbdata",20140123181136,"KronosQuoth","You may only succeed if you desire succeeding; you may only fail if you do not mind failing.  #POKRally #HI",NA,NA,NA,2014-01-23 18:11:36,"2014-01-23 18:11:00"
"854","mbdata",20140123181136,"KronosQuoth","Fortune sides with him who dares.  #POKRally #HI",NA,NA,NA,2014-01-23 18:11:36,"2014-01-23 18:11:00"
"855","mbdata",20140123181148,"POK","Dr. Newman has won numorous prestgious awards including the Goldman Environment Prize in 1998",NA,NA,NA,2014-01-23 18:11:48,"2014-01-23 18:11:00"
"856","mbdata",20140123181158,"KronosQuoth","I find that when you have a real interest in life and a curious life, that sleep is not the most important thing.  #POKRally #HI",NA,NA,NA,2014-01-23 18:11:58,"2014-01-23 18:11:00"
